Company,recom,pros,cons,sector
Telus,0,Good work life balance,Tons of politics in the decesion making process,Telecom
Telus,1,"Great compensation, Good Culture, Dynamic environment.",Need to have a plan for the next decade.,Telecom
Telus,NA,"benefits, training, coaching, pay, positive environment",growth opportunities are uncertain and transfers are not clear,Telecom
Telus,NA,"Salary and benefits, the at home agent program.","Share holders and upper management always asking for more, you never have the feeling that you accomplished something.",Telecom
Telus,1,Great people working at the organization Decent Benefit,Very profit driven Pay less than market salary,Telecom
Telus,1,Awesome corporate culture. Company that actually cares about their customers and employees!,Outsourcing and resulting job insecurity are the only cons I can think of.,Telecom
Telus,NA,- many growth opportunities for their employees - Great benefits,- some positions Can be More Stressful than others,Telecom
Telus,1,"Remote work, benefits, office, management, culture","Salaries - freezing plus slow pace of raises, pension plan,",Telecom
Telus,1,"Lots of amazing colleagues who share the same passion as you, great flexibility of working in the office or at home and an amazing benefit.",The company will take your whole energy if you don't create your own balance.,Telecom
Telus,0,Decent benefits but that’s really it,"Probationary period is very long. There were some other technicians who have worked there for a year and were not considered “permanent”. Hourly wage starts at $20.40 which is pretty low considering the amount of work expected of you. During the interview and training process I was told specifically to be a “technician first” and salesman second, if anything, they said that sales didn’t matter. Though it was a different story later on when all they cared about was sales numbers. There also doesn’t seem to be consistency in management, I was told I was doing a good job, and literally in the same day I was let go. Honestly this company was let down. No room to grow career wise unless you know someone, pressure to meet quotas, all they care about is numbers and the pay simply was not enough.   If you want a technician AND a salesman, pay them more.  Skip this company entirely, unless you’re going for a management role, they treat the DHTs like trash",Telecom
Telus,1,Able to work from home 90% of the time.,Working from home is great BUT the amount of hours put in is beyond excessive.,Telecom
Telus,NA,Good hours and decent pay,Rude customers and more rude customers,Telecom
Telus,1,Remote job is highly supported here  with work-life balance,Management are slightly biased on some decisions.,Telecom
Telus,1,Great benefits and flexible work hours. Nice downtown location near Union station.,LOTS of restructuring they are currently going thru (a number of years now) so you may have many different bosses or a number of years.,Telecom
Telus,1,Awesome people good company culture,It's working in a call center,Telecom
Telus,1,Fairly progressive for workspace culture.,Lots of legacy P&amp;L thinking hampering digital transformation efforts and scaling initiatives.,Telecom
Telus,1,- Minimum 12 hours a week for part-timers - Community focus with charity involvement  - Additional compensation/discounts/benefits available at part-time level - Can sell honestly and make sure all customers have the best solution based on their individual situation,"- commission structure is ranked, making it difficult increase commission in Low-volume stores even with improved individual sales",Telecom
Telus,1,1. Good Working environment 2. Opportunity for growth,1. Management sometimes not Technical,Telecom
Telus,1,"nice learning environment, move to different verticals","less pay than competitor, dont care much if complain about any issue. Good pay only to top senior staff who matter more.",Telecom
Telus,1,"Excellent benefits, retirement packages. Care about their employees. Lots of room to grow.","Slow to change, not a fast track to management. Old-school management style. Excellent for lifelong, stable career but not the best for high-potential, fast-growing talent.",Telecom
